burstCount,accX_mg,accY_mg,accZ_mg,ColorSensRed_cnt,ColorSensGreen_cnt,ColorSensBlue_cnt,ColorSensIR_cnt
41,1323,-31,-598,,,,
41,1039,-157,-472,,,,
41,756,-31,-535,,,,
41,693,126,-630,,,,
41,976,63,-220,,,,
41,724,31,-630,,,,
41,850,0,-504,0,1,0,45
42,1008,-63,-567,,,,
42,756,-31,-441,,,,
42,1102,63,-472,,,,
42,693,63,-661,,,,
42,1165,0,-31,,,,
42,693,63,-630,,,,
42,913,63,-567,,,,
42,945,-31,-504,,,,
42,882,-63,-504,,,,
42,882,-31,-472,,,,
42,1008,31,-441,,,,
42,976,94,-567,,,,
42,913,126,-441,,,,
42,913,-31,-252,,,,
42,787,0,-441,,,,
42,756,31,-693,,,,
42,1291,31,-220,,,,
42,598,0,-441,,,,
42,1165,-31,-409,,,,
42,945,31,-441,,,,
42,882,31,-472,,,,
42,882,0,-189,,,,
42,882,31,-441,,,,
42,913,63,-409,,,,
42,976,0,-346,,,,
42,976,0,-409,,,,
42,945,31,-346,,,,
42,945,0,-378,,,,
42,913,31,-157,,,,
42,945,31,-315,,,,
42,945,-31,-378,,,,
42,945,0,-346,,,,
42,1008,-63,-157,,,,
42,913,-126,-409,,,,
42,1008,0,-504,,,,
42,945,63,-126,,,,
42,661,-63,-346,,,,
42,1039,-63,-315,,,,
42,913,-94,-283,,,,
42,1039,-63,-283,,,,
42,1039,0,-220,,,,
42,913,0,-441,,,,
42,976,-63,-598,,,,
42,1102,-63,-94,,,,
42,724,31,-409,,,,
42,1008,31,-472,,,,
42,976,157,-346,,,,
42,882,-126,-315,,,,
42,1008,-283,-252,,,,
42,1134,-157,-346,,,,
42,1039,-63,-346,,,,
42,945,31,-31,,,,
42,945,31,-378,,,,
42,850,31,-346,,,,
42,1102,-31,-315,,,,
42,882,-126,-252,,,,
42,976,-126,-283,,,,
42,913,0,-409,,,,
42,945,-31,-252,,,,
42,945,-94,-126,,,,
42,913,94,-409,,,,
42,913,-31,-472,,,,
42,693,-252,-157,,,,
42,1260,-315,-220,,,,
42,1102,-94,-315,,,,
42,945,31,-220,,,,
42,1071,63,-378,,,,
42,945,-31,-346,,,,
42,913,0,-346,,,,
42,850,-63,-315,,,,
42,945,-94,-220,,,,
42,850,-31,-378,,,,
42,945,31,-378,,,,
42,819,94,-346,,,,
42,787,-63,-472,,,,
42,1102,-189,-504,,,,
42,1134,-157,-409,,,,
42,976,-94,-409,,,,
42,945,-31,-504,,,,
42,1102,63,-441,,,,
42,913,63,-409,,,,
42,882,63,-504,,,,
42,976,-63,-409,,,,
42,819,-94,-441,,,,
42,1008,-31,-378,,,,
42,1008,-31,-378,,,,
42,1039,-94,63,,,,
42,693,0,-283,,,,
42,1071,-63,-283,,,,
42,913,0,-346,,,,
42,850,0,-346,,,,
42,945,0,-441,,,,
42,976,-31,-441,,,,
42,819,0,-378,,,,
42,913,31,-441,,,,
42,913,-94,-378,,,,
42,1008,0,-598,,,,
42,913,-63,-409,,,,
42,913,0,-252,,,,
42,945,0,-535,,,,
42,1008,-94,-346,,,,
42,913,-31,-220,,,,
42,850,31,-535,,,,
42,913,63,-252,,,,
42,913,-63,-346,,,,
42,976,-126,-315,,,,
42,976,-31,-409,,,,
42,882,0,-630,,,,
42,913,94,-252,,,,
42,724,-31,-220,,,,
42,724,-31,-315,,,,
42,1102,63,-535,,,,
42,1008,63,-661,,,,
42,913,-63,31,,,,
42,693,-31,-693,,,,
42,1008,-63,-630,,,,
42,1008,0,-472,,,,
42,913,-94,-378,,,,
42,945,0,-756,,,,
42,976,-31,-409,,,,
42,1008,63,-220,,,,
42,661,-31,-630,,,,
42,850,-94,-693,,,,
42,693,-63,-504,,,,
42,1039,189,-661,,,,
42,1008,-31,-567,,,,
42,787,63,-504,,,,
42,945,-63,-346,,,,
42,976,220,-567,,,,
42,882,-63,-346,,,,
42,850,0,-976,,,,
42,913,252,-913,,,,
42,945,31,-598,,,,
42,756,63,-819,,,,
42,882,220,-504,,,,
42,787,315,-598,,,,
42,1039,346,-441,,,,
42,819,283,-409,,,,
42,850,283,-315,,,,
42,787,598,-346,,,,
42,913,283,-378,,,,
42,724,94,-819,,,,
42,882,441,-63,,,,
42,945,157,-661,,,,
42,472,220,-472,,,,
42,850,252,-787,,,,
42,1039,252,-567,,,,
42,913,252,-472,,,,
42,819,157,-661,,,,
42,913,94,-598,,,,
42,535,220,-756,,,,
42,945,252,-441,,,,
42,850,189,-724,,,,
42,1228,157,-409,,,,
42,567,189,-472,0,1,1,87
43,913,283,-504,,,,
43,850,189,-315,,,,
43,724,157,-567,,,,
43,976,126,-567,,,,
43,819,63,-535,,,,
43,976,157,-661,,,,
43,598,220,-378,,,,
43,882,157,-409,,,,
43,850,220,-441,,,,
43,882,189,-441,,,,
43,850,189,-661,,,,
43,913,126,-630,,,,
43,945,126,-567,,,,
43,1071,126,-504,,,,
43,630,252,-409,,,,
43,850,189,-441,,,,
43,1039,189,-409,,,,
43,787,189,-504,,,,
43,976,63,-472,,,,
43,913,94,-378,,,,
43,882,126,-378,,,,
43,913,189,-598,,,,
43,1165,157,-472,,,,
43,598,220,-630,,,,
43,945,157,-441,,,,
43,976,157,-535,,,,
43,913,220,-661,,,,
43,976,157,-472,,,,
43,756,94,-409,,,,
43,850,189,-409,,,,
43,819,189,-882,,,,
43,1165,126,-787,,,,
43,787,220,-441,,,,
43,819,157,-409,,,,
43,976,189,-504,,,,
43,882,126,-598,,,,
43,945,189,-472,,,,
43,945,157,-441,,,,
43,819,157,-378,,,,
43,850,126,-693,,,,
43,1039,126,-252,,,,
43,756,157,-472,,,,
43,756,157,-598,,,,
43,1228,378,-756,,,,
43,850,535,-567,,,,
43,598,315,-661,,,,
43,913,157,-567,,,,
43,756,-31,-409,,,,
43,661,0,-441,,,,
43,976,31,-441,,,,
43,1102,220,-472,,,,
43,945,378,-346,,,,
43,630,378,-535,,,,
43,787,315,-535,,,,
43,1071,126,-535,,,,
43,693,157,-630,,,,
43,945,220,-535,,,,
43,945,189,-409,,,,
43,724,220,-472,,,,
43,945,189,-535,,,,
43,850,189,-567,,,,
43,882,220,-535,,,,
43,850,220,-661,,,,
43,1071,157,31,,,,
43,535,189,-378,,,,
43,882,189,-504,,,,
43,976,157,-535,,,,
43,819,189,-567,,,,
43,850,189,-535,,,,
43,913,220,-189,,,,
43,693,126,-504,,,,
43,976,157,-504,,,,
43,756,157,-504,,,,
43,882,220,-598,,,,
43,882,189,-787,,,,
43,1197,126,-504,,,,
43,535,126,-441,,,,
43,945,126,-504,,,,
43,913,157,-472,,,,
43,756,220,-441,,,,
43,850,189,-598,,,,
43,945,126,-535,,,,
43,882,126,-567,,,,
43,945,157,-346,,,,
43,882,126,-598,,,,
43,850,220,-598,,,,
43,913,220,-630,,,,
43,850,126,-441,,,,
43,756,94,-441,,,,
43,882,189,-472,,,,
43,945,157,-504,,,,
43,756,126,-472,,,,
43,945,189,-94,,,,
43,598,157,-504,,,,
43,850,157,-567,,,,
43,1039,157,-567,,,,
43,976,94,-378,,,,
43,693,157,-441,,,,
43,976,157,-567,,,,
43,913,126,-598,,,,
43,913,157,-535,,,,
43,1008,126,-189,,,,
43,882,157,-472,,,,
43,945,126,-346,,,,
43,724,126,-378,,,,
43,945,126,-598,,,,
43,850,94,-535,,,,
43,882,189,-63,,,,
43,693,220,-283,,,,
43,724,94,-504,,,,
43,1197,94,-567,,,,
43,882,220,-409,,,,
43,787,126,-472,,,,
43,819,157,-535,,,,
43,1039,63,-346,,,,
43,819,63,-567,,,,
43,1008,157,-693,,,,
43,1008,220,-504,,,,
43,882,189,-756,,,,
43,819,94,-756,,,,
43,1008,126,-378,,,,
43,850,63,-598,,,,
43,850,157,-535,,,,
43,882,220,-630,,,,
43,913,189,-630,,,,
43,850,126,-504,,,,
43,787,157,-535,,,,
43,976,94,-661,,,,
43,913,157,-504,,,,
43,882,220,-472,,,,
43,819,126,-409,,,,
43,850,94,-220,,,,
43,756,157,-441,,,,
43,913,126,-409,,,,
43,913,189,-315,,,,
43,787,189,-630,,,,
43,1039,157,-756,,,,
43,693,189,-472,,,,
43,1008,126,-252,,,,
43,850,126,-567,,,,
43,787,157,-472,,,,
43,1008,126,-504,,,,
43,756,94,-472,,,,
43,945,189,-693,,,,
43,945,126,-630,,,,
43,850,126,-378,,,,
43,756,157,-346,,,,
43,1039,157,-567,,,,
43,819,126,-661,,,,
43,976,126,-598,,,,
43,787,189,-378,,,,
43,819,157,-378,,,,
43,724,157,-409,,,,
43,913,126,-441,,,,
43,945,126,-441,0,1,1,47
44,819,189,-567,,,,
44,945,189,-535,,,,
44,882,126,-630,,,,
44,1008,126,-567,,,,
44,787,157,-504,,,,
44,1008,189,-409,,,,
44,819,157,-567,,,,
44,945,157,-409,,,,
44,819,189,-598,,,,
44,819,126,-630,,,,
44,976,126,-409,,,,
44,882,126,-567,,,,
44,913,220,-472,,,,
44,850,126,-409,,,,
44,787,157,-661,,,,
44,945,157,-724,,,,
44,913,94,-472,,,,
44,819,157,-378,,,,
44,850,94,-409,,,,
44,724,126,-724,,,,
44,1134,126,-630,,,,
44,850,189,-567,,,,
44,976,157,-945,,,,
44,724,157,-535,,,,
44,819,63,-346,,,,
44,913,189,-535,,,,
44,787,126,-693,,,,
44,882,126,-378,,,,
44,756,126,-441,,,,
44,976,157,-661,,,,
44,787,94,-630,,,,
44,882,126,-441,,,,
44,913,94,-567,,,,
44,882,157,-378,,,,
44,850,63,-378,,,,
44,850,126,-661,,,,
44,976,94,-409,,,,
44,850,157,-409,,,,
44,787,126,-252,,,,
44,882,94,-504,,,,
44,850,189,-567,,,,
44,882,31,-504,,,,
44,882,94,-378,,,,
44,850,63,-189,,,,
44,850,126,-598,,,,
44,976,189,-472,,,,
44,882,126,-441,,,,
44,1008,94,-504,,,,
44,850,94,-157,,,,
44,693,157,-409,,,,
44,945,126,-598,,,,
44,913,126,-598,,,,
44,819,157,-598,,,,
44,913,189,-535,,,,
44,724,63,-661,,,,
44,1102,157,-504,,,,
44,787,220,-567,,,,
44,945,126,-567,,,,
44,850,157,-472,,,,
44,787,157,-630,,,,
44,976,94,-882,,,,
44,882,126,-409,,,,
44,693,189,-409,,,,
44,850,220,-409,,,,
44,756,157,-598,,,,
44,945,94,-126,,,,
44,535,94,-252,,,,
44,882,126,-630,,,,
44,976,157,-567,,,,
44,913,189,-315,,,,
44,693,63,-598,,,,
44,1039,157,-630,,,,
44,945,126,-630,,,,
44,850,126,-567,,,,
44,913,126,-567,,,,
44,756,157,-630,,,,
44,1008,189,-661,,,,
44,819,94,-787,,,,
44,850,157,-567,,,,
44,1102,157,-472,,,,
44,787,157,-441,,,,
44,819,189,-598,,,,
44,913,94,-315,,,,
44,693,94,-441,,,,
44,976,94,-409,,,,
44,756,157,-661,,,,
44,976,189,-378,,,,
44,724,94,-409,,,,
44,1039,63,-567,,,,
44,1008,126,-724,,,,
44,598,126,-535,,,,
44,976,157,-472,,,,
44,976,63,-283,,,,
44,756,189,-504,,,,
44,913,126,-630,,,,
44,976,157,-693,,,,
44,850,63,-535,,,,
44,787,157,-504,,,,
44,882,126,-472,,,,
44,850,31,-346,,,,
44,945,31,-598,,,,
44,787,126,-693,,,,
44,945,189,-472,,,,
44,787,189,-504,,,,
44,819,189,-661,,,,
44,850,63,-661,,,,
44,945,94,-598,,,,
44,850,94,-283,,,,
44,661,157,-378,,,,
44,945,94,-630,,,,
44,1008,157,-693,,,,
44,787,220,-567,,,,
44,850,94,-504,,,,
44,819,94,-283,,,,
44,850,126,-346,,,,
44,756,126,-252,,,,
44,819,126,-504,,,,
44,976,157,-535,,,,
44,819,157,-567,,,,
44,882,94,-567,,,,
44,819,94,-913,,,,
44,976,126,-126,,,,
44,472,126,-378,,,,
44,1102,126,-535,,,,
44,819,94,-441,,,,
44,913,157,-315,,,,
44,819,126,-630,,,,
44,1008,94,-409,,,,
44,756,94,-598,,,,
44,850,94,-567,,,,
44,976,126,-283,,,,
44,724,94,-409,,,,
44,913,94,-441,,,,
44,850,157,-535,,,,
44,1008,126,-724,,,,
44,945,63,-567,,,,
44,787,94,-409,,,,
44,850,157,-724,,,,
44,945,157,-693,,,,
44,819,189,-567,,,,
44,850,0,-598,,,,
44,724,157,-504,,,,
44,850,189,-504,,,,
44,819,63,-661,,,,
44,913,31,-472,,,,
44,850,31,-472,,,,
44,913,220,-441,,,,
44,913,283,-504,,,,
44,724,220,-504,,,,
44,913,126,-472,,,,
44,945,31,-472,,,,
44,945,63,-661,,,,
44,850,157,-504,,,,
44,882,157,-535,,,,
44,850,94,-441,0,1,0,57
45,882,126,-378,,,,
45,819,189,-472,,,,
45,882,157,-504,,,,
45,819,126,-472,,,,
45,882,94,-535,,,,
45,913,94,-472,,,,
45,819,157,-535,,,,
45,882,157,-630,,,,
45,1008,126,-346,,,,
45,819,94,-409,,,,
45,913,94,-630,,,,
45,850,126,-598,,,,
45,882,126,-535,,,,
45,913,157,-504,,,,
45,819,94,-661,,,,
45,976,63,-567,,,,
45,850,126,-472,,,,
45,913,220,-598,,,,
45,819,157,-661,,,,
45,882,63,-472,,,,
45,913,31,-409,,,,
45,850,157,-378,,,,
45,850,189,-441,,,,
45,882,157,-504,,,,
45,882,94,-472,,,,
45,819,94,-472,,,,
45,882,126,-535,,,,
45,913,126,-472,,,,
45,882,126,-441,,,,
45,913,126,-535,,,,
45,850,94,-504,,,,
45,882,126,-598,,,,
45,850,189,-598,,,,
45,819,220,-472,,,,
45,598,220,-535,,,,
45,913,220,-252,,,,
45,882,157,-567,,,,
45,945,94,-472,,,,
45,1071,94,-472,,,,
45,724,189,-535,,,,
45,882,252,-630,,,,
45,850,189,-535,,,,
45,787,157,-504,,,,
45,850,189,-472,,,,
45,882,189,-472,,,,
45,724,157,-504,,,,
45,882,157,-409,,,,
45,850,126,-567,,,,
45,882,220,-535,,,,
45,882,157,-472,,,,
45,850,157,-598,,,,
45,945,157,-504,,,,
45,756,157,-567,,,,
45,913,189,-472,,,,
45,850,126,-504,,,,
45,882,157,-472,,,,
45,850,126,-598,,,,
45,850,157,-535,,,,
45,882,157,-535,,,,
45,693,126,-535,,,,
45,882,126,-535,,,,
45,882,94,-535,,,,
45,850,126,-504,,,,
45,850,126,-535,,,,
45,882,157,-535,,,,
45,913,126,-567,,,,
45,787,126,-630,,,,
45,913,126,-535,,,,
45,819,126,-504,,,,
45,882,126,-567,,,,
45,850,157,-441,,,,
45,819,126,-535,,,,
45,913,126,-535,,,,
45,819,126,-567,,,,
45,819,126,-535,,,,
45,882,126,-504,,,,
45,850,126,-535,,,,
45,913,157,-504,,,,
45,850,157,-535,,,,
45,850,94,-535,,,,
45,882,126,-535,,,,
45,756,157,-630,,,,
45,913,126,-567,,,,
45,724,189,-472,,,,
45,850,126,-630,,,,
45,945,126,-378,,,,
45,693,157,-472,,,,
45,913,94,-535,,,,
45,756,157,-850,,,,
45,1071,252,-472,,,,
45,598,283,-630,,,,
45,724,378,-535,,,,
45,567,409,-315,,,,
45,535,252,-661,,,,
45,976,63,-693,,,,
45,882,94,-126,,,,
45,693,-157,-535,,,,
45,598,-756,-315,,,,
45,1795,441,-945,,,,
45,535,-1197,-598,,,,
45,787,-598,-630,,,,
45,693,31,-724,,,,
45,661,567,-630,,,,
45,1102,819,-850,,,,
45,1008,378,-756,,,,
45,945,94,-220,,,,
45,850,-252,-504,,,,
45,787,31,-567,,,,
45,882,346,-598,,,,
45,661,472,-630,,,,
45,724,598,-724,,,,
45,850,346,-441,,,,
45,945,220,-535,,,,
45,1071,189,-630,,,,
45,819,189,-535,,,,
45,882,31,-504,,,,
45,787,189,-441,,,,
45,787,189,-598,,,,
45,787,315,-378,,,,
45,819,441,-504,,,,
45,819,283,-409,,,,
45,378,252,-598,,,,
45,1008,409,-598,,,,
45,1008,283,-567,,,,
45,787,346,-409,,,,
45,1008,346,-598,,,,
45,787,94,-409,,,,
45,1039,126,-567,,,,
45,787,189,-189,,,,
45,598,283,-693,,,,
45,1008,189,-315,,,,
45,1039,346,-409,,,,
45,724,598,-441,,,,
45,945,126,-661,,,,
45,976,252,-472,,,,
45,535,567,-346,,,,
45,504,315,-472,,,,
45,1228,157,-661,,,,
45,945,126,-441,,,,
45,882,252,-409,,,,
45,756,252,-535,,,,
45,1039,220,-315,,,,
45,819,378,-346,,,,
45,630,283,-598,,,,
45,1071,189,-724,,,,
45,882,346,-472,,,,
45,850,220,-756,,,,
45,913,94,-535,,,,
45,1039,378,-504,,,,
45,882,283,-472,,,,
45,724,94,-441,,,,
45,819,346,-567,,,,
45,850,189,-724,,,,
45,1039,157,-819,,,,
45,819,315,-598,0,0,0,114
46,1008,189,-598,,,,
46,787,63,-94,,,,
46,756,157,-945,,,,
46,1197,567,-409,,,,
46,945,378,-504,,,,
46,724,252,-598,,,,
46,724,157,-283,,,,
46,1134,31,-693,,,,
46,1134,378,-567,,,,
46,1228,283,-378,,,,
46,756,-31,-346,,,,
46,661,0,-409,,,,
46,1008,441,-441,,,,
46,913,189,-409,,,,
46,882,157,-567,,,,
46,976,346,-378,,,,
46,882,189,-504,,,,
46,882,189,-661,,,,
46,1008,63,-378,,,,
46,882,94,-409,,,,
46,724,189,-252,,,,
46,819,252,-409,,,,
46,945,283,-378,,,,
46,724,63,-346,,,,
46,819,189,-535,,,,
46,1039,409,-535,,,,
46,819,189,-441,,,,
46,819,283,-535,,,,
46,976,252,-346,,,,
46,913,157,-94,,,,
46,882,-31,-220,,,,
46,1291,220,-409,,,,
46,1386,409,-283,,,,
46,756,220,-283,,,,
46,819,31,-252,,,,
46,1008,94,-220,,,,
46,693,315,-567,,,,
46,850,472,-346,,,,
46,409,378,-630,,,,
46,976,283,-535,,,,
46,850,31,-724,,,,
46,1008,94,-693,,,,
46,1039,189,-378,,,,
46,850,346,-346,,,,
46,1008,441,-567,,,,
46,1008,315,-252,,,,
46,882,283,-472,,,,
46,756,346,-598,,,,
46,787,283,-472,,,,
46,630,252,-315,,,,
46,787,252,-441,,,,
46,787,315,-535,,,,
46,882,378,-252,,,,
46,756,378,-220,,,,
46,756,441,-409,,,,
46,693,252,-220,,,,
46,756,535,-567,,,,
46,945,567,-504,,,,
46,945,535,-409,,,,
46,756,409,-630,,,,
46,1039,220,-693,,,,
46,945,189,-567,,,,
46,819,346,-850,,,,
46,472,661,-661,,,,
46,504,819,-504,,,,
46,661,630,-567,,,,
46,756,441,-535,,,,
46,724,346,-535,,,,
46,598,378,-378,,,,
46,535,504,-882,,,,
46,630,630,-882,,,,
46,567,535,-598,,,,
46,724,378,-724,,,,
46,598,472,-724,,,,
46,472,409,-567,,,,
46,882,189,-850,,,,
46,378,504,-850,,,,
46,693,567,-472,,,,
46,189,756,-945,,,,
46,787,787,-630,,,,
46,378,535,-535,,,,
46,315,504,-819,,,,
46,693,567,-1008,,,,
46,693,472,-630,,,,
46,441,504,-787,,,,
46,283,378,-724,,,,
46,598,472,-756,,,,
46,504,630,-535,,,,
46,189,724,-787,,,,
46,598,724,-787,,,,
46,441,441,-756,,,,
46,567,535,-850,,,,
46,724,535,-346,,,,
46,441,567,-567,,,,
46,441,693,-1039,,,,
46,945,598,-409,,,,
46,504,535,-472,,,,
46,693,598,-693,,,,
46,472,441,-787,,,,
46,693,441,-598,,,,
46,787,378,-756,,,,
46,441,598,-567,,,,
46,63,819,-1165,,,,
46,787,189,-976,,,,
46,567,252,-409,,,,
46,913,535,-472,,,,
46,850,724,-756,,,,
46,94,1260,-1039,,,,
46,1512,630,-882,,,,
46,787,-94,-976,,,,
46,189,-31,-283,,,,
46,441,441,-472,,,,
46,661,1008,-1102,,,,
46,220,787,-913,,,,
46,346,441,-913,,,,
46,598,567,-976,,,,
46,-598,819,-693,,,,
46,472,63,-189,,,,
46,378,693,-661,,,,
46,315,598,-1134,,,,
46,535,693,-409,,,,
46,-157,630,-1134,,,,
46,220,945,-945,,,,
46,504,378,-598,,,,
46,378,94,-819,,,,
46,-787,-283,-252,,,,
46,-535,1008,-441,,,,
46,2362,1827,-1165,,,,
46,441,283,-1323,,,,
46,63,882,-31,,,,
46,-504,283,315,,,,
46,-283,283,-724,,,,
46,283,283,-1386,,,,
46,1197,913,-1008,,,,
46,850,1354,-976,,,,
46,31,409,-1008,,,,
46,63,0,-850,,,,
46,-346,-63,-567,,,,
46,189,441,-630,,,,
46,-31,787,-1228,,,,
46,787,1449,-1512,,,,
46,472,630,-882,,,,
46,378,157,-598,,,,
46,315,157,-787,,,,
46,346,504,-756,,,,
46,31,661,-819,,,,
46,346,630,-756,,,,
46,315,472,-756,,,,
46,-31,504,-882,,,,
46,252,504,-1008,,,,
46,472,535,-598,,,,
46,-220,567,-693,,,,
46,189,756,-1165,,,,
46,283,724,-882,,,,
46,63,598,-819,0,0,0,16
47,126,598,-819,,,,
47,157,630,-630,,,,
47,220,661,-630,,,,
47,378,630,-756,,,,
47,-94,693,-724,,,,
47,157,913,-1039,,,,
47,-157,756,-1102,,,,
47,-1071,1228,-882,,,,
47,-220,819,-567,,,,
47,409,441,-882,,,,
47,346,504,-882,,,,
47,283,535,-504,,,,
47,-1449,-1008,-220,,,,
47,693,126,-945,,,,
47,346,-157,-1039,,,,
47,283,31,-945,,,,
47,252,378,-976,,,,
47,-252,567,-1008,,,,
47,1354,472,126,,,,
47,976,756,-1197,,,,
47,-94,1165,-1354,,,,
47,504,346,-787,,,,
47,189,-94,-535,,,,
47,-31,-31,-882,,,,
47,-157,409,-787,,,,
47,31,567,-945,,,,
47,220,819,-819,,,,
47,504,850,-1228,,,,
47,378,283,-1071,,,,
47,409,63,-850,,,,
47,-189,346,-535,,,,
47,-378,472,-1197,,,,
47,598,850,-1197,,,,
47,504,472,-630,,,,
47,378,504,-598,,,,
47,31,315,-693,,,,
47,283,378,-787,,,,
47,409,472,-1449,,,,
47,283,567,-1008,,,,
47,189,472,-441,,,,
47,409,346,-945,,,,
47,315,378,-913,,,,
47,31,441,-945,,,,
47,252,693,-724,,,,
47,126,472,-882,,,,
47,-31,472,-1008,,,,
47,252,504,-976,,,,
47,31,441,-819,,,,
47,0,409,-1039,,,,
47,0,378,-976,,,,
47,-189,315,-756,,,,
47,126,567,-1039,,,,
47,189,882,-1228,,,,
47,-189,567,-850,,,,
47,-126,378,-819,,,,
47,157,409,-724,,,,
47,-94,378,-819,,,,
47,31,787,-1071,,,,
47,-94,724,-819,,,,
47,-157,535,-819,,,,
47,157,661,-787,,,,
47,-31,630,-945,,,,
47,-31,630,-945,,,,
47,-283,535,-1008,,,,
47,-283,504,-724,,,,
47,63,850,-882,,,,
47,-220,472,-1071,,,,
47,-126,409,-567,,,,
47,-63,756,-787,,,,
47,-126,913,-756,,,,
47,31,819,-913,,,,
47,126,598,-787,,,,
47,-283,220,-693,,,,
47,-661,252,-409,,,,
47,-378,630,-1071,,,,
47,-94,1354,-1165,,,,
47,-94,409,-535,,,,
47,-31,220,-1134,,,,
47,-63,315,-1071,,,,
47,-882,630,-630,,,,
47,-693,1039,-945,,,,
47,-189,630,-1197,,,,
47,-252,567,-346,,,,
47,-913,283,-756,,,,
47,-472,283,-567,,,,
47,-378,472,-1134,,,,
47,-157,819,-661,,,,
47,-945,535,-693,,,,
47,-535,378,-567,,,,
47,-315,819,-787,,,,
47,-724,504,-535,,,,
47,-598,94,-756,,,,
47,-535,252,-441,,,,
47,-661,378,-378,,,,
47,-693,661,-535,,,,
47,-693,535,-535,,,,
47,-567,472,-409,,,,
47,-504,598,-630,,,,
47,-661,189,-378,,,,
47,-472,787,-724,,,,
47,-724,409,-441,,,,
47,-378,535,-945,,,,
47,-1008,409,-346,,,,
47,-756,441,-756,,,,
47,-976,787,-630,,,,
47,-189,472,-252,,,,
47,-126,409,-1039,,,,
47,-535,1008,-850,,,,
47,-1039,1039,-598,,,,
47,-1291,346,-693,,,,
47,-787,0,-819,,,,
47,-850,31,-535,,,,
47,-1260,283,-567,,,,
47,-1134,630,-472,,,,
47,-787,94,252,,,,
47,-535,126,-252,,,,
47,-1039,157,-504,,,,
47,-1449,157,-598,,,,
47,-1071,409,-283,,,,
47,-63,882,-819,,,,
47,-693,756,126,,,,
47,-1669,252,-567,,,,
47,-1260,-63,-1008,,,,
47,157,157,-315,,,,
47,-976,850,-693,,,,
47,-882,378,-441,,,,
47,-756,220,-94,,,,
47,-661,31,-472,,,,
47,-1071,283,-1071,,,,
47,-598,661,-252,,,,
47,-189,535,-693,,,,
47,-283,441,-787,,,,
47,-1165,441,-976,,,,
47,-913,-661,-472,,,,
47,-945,252,-661,,,,
47,-630,378,-409,,,,
47,-693,535,-535,,,,
47,-567,535,-819,,,,
47,-661,315,-976,,,,
47,-630,504,-976,,,,
47,-252,504,-504,,,,
47,-661,724,-598,,,,
47,-724,724,-1039,,,,
47,-346,504,-535,,,,
47,-378,787,-567,,,,
47,-567,819,-913,,,,
47,-315,630,-724,,,,
47,-189,598,-504,,,,
47,-472,598,-220,,,,
47,-504,441,-787,,,,
47,-441,756,-724,,,,
47,-63,913,-693,,,,
47,0,850,-1102,,,,
47,-661,630,-441,,,,
47,-315,409,-504,0,0,0,45
48,-220,378,-882,,,,
48,-189,661,-756,,,,
48,-283,882,-913,,,,
48,-126,787,-787,,,,
48,220,787,-882,,,,
48,189,535,-693,,,,
48,31,567,-724,,,,
48,0,661,-1039,,,,
48,126,630,-913,,,,
48,63,567,-882,,,,
48,157,630,-787,,,,
48,126,661,-913,,,,
48,63,693,-630,,,,
48,0,472,-913,,,,
48,409,945,-850,,,,
48,0,567,-661,,,,
48,441,693,-693,,,,
48,94,504,-756,,,,
48,220,756,-976,,,,
48,-31,535,-787,,,,
48,315,598,-598,,,,
48,283,661,-693,,,,
48,252,472,-819,,,,
48,315,756,-882,,,,
48,283,724,-913,,,,
48,189,535,-913,,,,
48,441,598,-787,,,,
48,189,346,-787,,,,
48,31,567,-724,,,,
48,346,724,-756,,,,
48,189,693,-1134,,,,
48,315,567,-787,,,,
48,598,346,-441,,,,
48,252,535,-378,,,,
48,693,252,-535,,,,
48,1165,598,-567,,,,
48,441,441,-882,,,,
48,157,283,-882,,,,
48,567,504,-724,,,,
48,567,441,-693,,,,
48,252,693,-598,,,,
48,-63,535,-1197,,,,
48,504,378,-945,,,,
48,630,252,-850,,,,
48,283,252,-724,,,,
48,346,535,-630,,,,
48,315,441,-819,,,,
48,252,378,-819,,,,
48,598,315,-945,,,,
48,567,346,-882,,,,
48,661,504,-819,,,,
48,661,346,-630,,,,
48,441,283,-598,,,,
48,504,378,-661,,,,
48,441,409,-693,,,,
48,472,252,-945,,,,
48,1071,441,-1039,,,,
48,913,472,-787,,,,
48,378,409,-1102,,,,
48,472,409,-882,,,,
48,819,252,-787,,,,
48,598,315,-724,,,,
48,819,504,-913,,,,
48,1071,535,-409,,,,
48,157,283,-630,,,,
48,409,315,-1228,,,,
48,1165,409,-535,,,,
48,693,378,-787,,,,
48,409,315,-441,,,,
48,598,535,-598,,,,
48,819,567,-787,,,,
48,598,472,-724,,,,
48,472,472,-882,,,,
48,567,283,-630,,,,
48,441,315,-724,,,,
48,598,504,-504,,,,
48,567,567,-945,,,,
48,567,630,-409,,,,
48,283,504,-913,,,,
48,472,567,-913,,,,
48,504,378,-756,,,,
48,409,378,-598,,,,
48,661,346,-630,,,,
48,756,535,-598,,,,
48,598,756,-787,,,,
48,819,567,-346,,,,
48,409,441,-1134,,,,
48,913,409,-472,,,,
48,819,472,-567,,,,
48,661,535,-693,,,,
48,630,630,-472,,,,
48,567,598,-252,,,,
48,787,535,-378,,,,
48,661,315,-283,,,,
48,598,787,-346,,,,
48,787,535,-472,,,,
48,661,378,-441,,,,
48,850,441,-472,,,,
48,535,661,-409,,,,
48,567,630,-283,,,,
48,756,724,-598,,,,
